4366
1.264040,0.124740,-0.552690,5.909954
1.314040,0.124740,-0.552690,4.693393
1.364040,0.124740,-0.552690,5.232042
1.314040,0.174740,-0.552690,4.251318
1.364040,0.174740,-0.552690,4.163975
0.964040,0.924740,-0.552690,4.095840
1.064040,0.924740,-0.552690,4.004856
0.914040,0.974740,-0.552690,4.062804
1.064040,0.974740,-0.552690,3.235291
1.014040,1.024740,-0.552690,2.802169
1.064040,1.024740,-0.552690,3.146626
0.914040,1.074740,-0.552690,3.433559
0.964040,1.074740,-0.552690,2.966788
1.014040,1.124740,-0.552690,3.542849
-1.185960,0.124740,-0.502690,8.090312
-1.135960,0.124740,-0.502690,5.289729
-1.085960,0.124740,-0.502690,4.965477
1.214040,0.124740,-0.502690,7.570368
1.264040,0.124740,-0.502690,4.354699
1.314040,0.124740,-0.502690,3.530199
-1.035960,0.174740,-0.502690,5.798804
1.264040,0.174740,-0.502690,4.157397
1.364040,0.174740,-0.502690,2.770450
1.414040,0.174740,-0.502690,3.539397
-1.035960,0.224740,-0.502690,6.946937
1.364040,0.224740,-0.502690,2.999849
1.414040,0.224740,-0.502690,3.298012
1.414040,0.274740,-0.502690,4.116018
1.164040,0.674740,-0.502690,3.478232
1.064040,0.724740,-0.502690,4.079030
1.164040,0.724740,-0.502690,2.913012
1.214040,0.724740,-0.502690,3.438437
1.014040,0.774740,-0.502690,5.268436
1.114040,0.774740,-0.502690,3.199919
1.164040,0.774740,-0.502690,2.988795
-0.885960,0.824740,-0.502690,5.439264
0.964040,0.824740,-0.502690,4.937284
1.114040,0.824740,-0.502690,3.641720
1.164040,0.824740,-0.502690,3.605922
1.214040,0.824740,-0.502690,4.846673
-0.885960,0.874740,-0.502690,4.957893
-0.835960,0.874740,-0.502690,4.323419
0.914040,0.874740,-0.502690,4.021574
0.964040,0.874740,-0.502690,3.428025
1.114040,0.874740,-0.502690,3.749620
1.164040,0.874740,-0.502690,4.573874
0.964040,0.924740,-0.502690,2.526505
1.014040,0.924740,-0.502690,2.359669
1.064040,0.924740,-0.502690,2.486526
-0.835960,0.974740,-0.502690,5.310808
0.864040,0.974740,-0.502690,2.846657
0.914040,0.974740,-0.502690,2.315861
1.064040,0.974740,-0.502690,1.953524
1.114040,0.974740,-0.502690,2.584211
0.864040,1.024740,-0.502690,2.365152
1.014040,1.024740,-0.502690,1.659406
1.064040,1.024740,-0.502690,1.806529
-0.835960,1.074740,-0.502690,5.665345
0.814040,1.074740,-0.502690,3.570713
0.914040,1.074740,-0.502690,1.921069
0.964040,1.074740,-0.502690,1.703868
1.014040,1.074740,-0.502690,1.666693
0.864040,1.124740,-0.502690,3.004362
0.914040,1.124740,-0.502690,2.307186
1.064040,1.124740,-0.502690,2.234082
1.114040,1.124740,-0.502690,3.311542
-0.835960,1.174740,-0.502690,4.312892
-0.785960,1.174740,-0.502690,3.912706
-0.735960,1.174740,-0.502690,4.100147
0.814040,1.174740,-0.502690,6.031676
0.964040,1.174740,-0.502690,2.752207
1.014040,1.174740,-0.502690,2.631704
-0.835960,1.224740,-0.502690,4.273220
-0.735960,1.224740,-0.502690,3.262734
-0.635960,1.224740,-0.502690,4.026173
1.014040,1.224740,-0.502690,4.193934
-0.785960,1.274740,-0.502690,3.504668
-0.735960,1.274740,-0.502690,2.926684
-0.635960,1.274740,-0.502690,2.992537
0.914040,1.274740,-0.502690,5.201550
0.964040,1.274740,-0.502690,5.483063
-0.785960,1.324740,-0.502690,3.389163
-0.685960,1.324740,-0.502690,2.425622
0.864040,1.324740,-0.502690,5.078536
-0.785960,1.374740,-0.502690,3.310360
-0.635960,1.374740,-0.502690,2.459781
-0.585960,1.374740,-0.502690,2.979730
-0.735960,1.424740,-0.502690,3.097199
-0.685960,1.424740,-0.502690,2.805597
-0.635960,1.424740,-0.502690,2.997416
-0.585960,1.424740,-0.502690,3.646587
-1.235960,2.124740,-0.502690,30.530296
-1.185960,2.224740,-0.502690,22.782925
-1.085960,2.424740,-0.502690,15.232172
-1.085960,2.474740,-0.502690,10.835960
-1.135960,0.124740,-0.452690,3.721162
-1.085960,0.124740,-0.452690,3.371943
-1.035960,0.124740,-0.452690,4.393828
-1.185960,0.174740,-0.452690,5.879198
-1.135960,0.174740,-0.452690,3.595219
1.364040,0.174740,-0.452690,2.356866
1.414040,0.174740,-0.452690,2.891437
-1.085960,0.224740,-0.452690,4.064359
1.314040,0.224740,-0.452690,2.971553
1.364040,0.224740,-0.452690,2.352740
1.414040,0.224740,-0.452690,2.470794
-0.985960,0.274740,-0.452690,6.697461
1.464040,0.274740,-0.452690,3.397291
-1.035960,0.324740,-0.452690,7.184116
-0.985960,0.324740,-0.452690,6.176141
1.414040,0.324740,-0.452690,3.555842
1.514040,0.324740,-0.452690,6.072647
-0.985960,0.374740,-0.452690,6.216031
1.414040,0.374740,-0.452690,4.772644
1.464040,0.374740,-0.452690,4.772592
-0.985960,0.524740,-0.452690,5.923702
-0.935960,0.524740,-0.452690,4.559823
1.364040,0.524740,-0.452690,6.841435
-0.985960,0.574740,-0.452690,5.173825
-0.935960,0.574740,-0.452690,3.920129
-0.885960,0.574740,-0.452690,4.366216
1.264040,0.574740,-0.452690,6.681496
1.364040,0.574740,-0.452690,5.178222
1.114040,0.624740,-0.452690,4.219528
1.164040,0.624740,-0.452690,3.635797
1.214040,0.624740,-0.452690,3.709824
1.364040,0.624740,-0.452690,4.349111
-0.835960,0.674740,-0.452690,6.603752
1.064040,0.674740,-0.452690,3.711391
1.114040,0.674740,-0.452690,2.799471
1.214040,0.674740,-0.452690,2.707198
1.264040,0.674740,-0.452690,3.258052
1.314040,0.674740,-0.452690,3.903486
1.364040,0.674740,-0.452690,4.565332
1.014040,0.724740,-0.452690,4.327504
1.064040,0.724740,-0.452690,3.085153
1.164040,0.724740,-0.452690,2.307104
1.214040,0.724740,-0.452690,2.600413
1.364040,0.724740,-0.452690,6.709565
-0.935960,0.774740,-0.452690,6.023805
-0.785960,0.774740,-0.452690,4.601586
1.014040,0.774740,-0.452690,3.843720
1.114040,0.774740,-0.452690,2.679492
1.164040,0.774740,-0.452690,2.533564
